,0,0
0,0.0,2.0
1,0.012578866632135501,1.9999604426373665
2,0.025157235677482116,1.999841772114251
3,0.03773460956893418,1.9996439931249463
4,0.050310490778751694,1.9993671134930677
5,0.0628843818382412,1.999011144171243
6,0.07545578535743436,1.99857609924068
7,0.08802420404476333,1.9980619959106087
8,0.10058914072673236,1.9974688545176011
9,0.11315009836758469,1.9967966985247663
10,0.12570658008896388,1.9960455545208222
11,0.13825808918956908,1.9952154522190453
12,0.15080412916480318,1.9943064244560929
13,0.16334420372641326,1.9933185071907058
14,0.1758778168221225,1.9922517395022858
15,0.1884044726552525,1.9911061635893492
16,0.2009236757043359,1.9898818247678576
17,0.21343493074271777,1.9885787714694259
18,0.22593774285814566,1.9871970552394058
19,0.2384316174723467,1.9857367307348475
20,0.25091606036059205,1.984197855722337
21,0.2633905776712472,1.9825804910757108
22,0.27585467594530716,1.9808847007736492
23,0.2883078621359166,1.979110551897144
24,0.3007496436278734,1.9772581146268453
25,0.3131795282571153,1.9753274622402865
26,0.3255970243301886,1.973318671108984
27,0.33800164064369814,1.971231820695417
28,0.35039288650373795,1.969066993549884
29,0.36277027174530213,1.9668242753072374
30,0.3751333067516743,1.9645037546834963
31,0.38748150247379526,1.9621055234723361
32,0.39981437044960916,1.959629676541459
33,0.4121314228233851,1.9570763118288392
34,0.42443217236501574,1.9544455303388513
35,0.43671613248929086,1.9517374361382722
36,0.44898281727514516,1.9489521363521665
37,0.4612317414848803,1.9460897411596476
38,0.47346242058335947,1.9431503637895204
39,0.4856743707571743,1.9401341205158016
40,0.4978671089337832,1.9370411306531197
41,0.5100401528006209,1.9338715165519966
42,0.5221930208241764,1.9306254035940067
43,0.5343252322690426,1.9273029201868173
44,0.5464363072169317,1.9239041977591096
45,0.5585257665856601,1.920429370755379
46,0.5705931321480995,1.9168785766306173
47,0.5826379265510944,1.9132519558448755
48,0.5946596733343446,1.909549651857707
49,0.6066578969492533,1.9057718111224935
50,0.6186321227777377,1.9019185830806506
51,0.6305818771510049,1.8979901201557174
52,0.6425066873682873,1.8939865777473266
53,0.6544060817155432,1.8899081142250567
54,0.6662795894841151,1.8857548909221684
55,0.6781267409893503,1.881527072129222
56,0.6899470675891809,1.8772248250875787
57,0.701740101702661,1.8728483199827848
58,0.7135053768284634,1.8683977299378396
59,0.7252424275633338,1.863873231006348
60,0.7369507896204998,1.8592750021655542
61,0.7486299998480377,1.8546032253092646
62,0.7602795962471933,1.84985808524065
63,0.7718991179906574,1.8450397696649374
64,0.7834881054407946,1.8401484691819827
65,0.7950461001678258,1.835184377278733
66,0.8065726449679624,1.830147690321572
67,0.8180672838814917,1.8250386075485523
68,0.8295295622108139,1.8198573310615136
69,0.8409590265384286,1.8146040658180889
70,0.8523552247448706,1.8092790196235962
71,0.8637177060265946,1.8038824031228191
72,0.8750460209138086,1.7984144297916735
73,0.8863397212882522,1.7928753159287636
74,0.8975983604009242,1.7872652806468246
75,0.9088214928897548,1.7815845458640567
76,0.9200086747972219,1.775833336295346
77,0.9311594635879141,1.7700118794433748
78,0.9422734181660356,1.764120405589623
79,0.9533500988928548,1.7581591477852578
80,0.9643890676040954,1.7521283418419165
81,0.975389887627269,1.7460282263223763
82,0.9863521237989488,1.7398590425311193
83,0.9972753424819829,1.7336210345047858
84,1.0081591115826491,1.7273144490025212
85,1.0190030005677464,1.7209395354962154
86,1.0298065804816252,1.7144965461606336
87,1.0405694239631578,1.7079857358634416
88,1.0512911052626415,1.701407362155123
89,1.0619712002586406,1.6947616852587923
90,1.072609286474765,1.6880489680599007
91,1.08320494309638,1.6812694760958364
